id,name,symbol,category,provided_by
UBERON:0004190,renal glomerulus vasculature,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004193,loop of Henle ascending limb thin segment,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004196,proximal convoluted tubule segment 1,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004197,proximal convoluted tubule segment 2,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004200,kidney pyramid,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004201,kidney outer medulla inner stripe,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004202,kidney outer medulla outer stripe,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004203,cortical collecting duct,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004204,outer medullary collecting duct,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004205,inner medullary collecting duct,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004212,glomerular capillary,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004294,glomerular capillary endothelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004538,left kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004539,right kidney,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004639,renal afferent arteriole,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004640,renal efferent arteriole,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0004726,vasa recta,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005096,descending thin limb,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005097,renal connecting tubule,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005099,short descending thin limb,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005215,kidney interstitium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005271,juxtamedullary cortex,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005272,peritubular capillary,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005750,glomerular parietal epithelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0005751,glomerular visceral epithelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0006544,kidney vasculature,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0009091,ascending vasa recta,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0009095,tip of renal papilla,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0009202,descending vasa recta,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0009883,medullary ray,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0012441,endothelium of peritubular capillary,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:0034884,juxtaglomerular arteriole,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:8600036,kidney loop of Henle long descending thin limb outer medulla,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
UBERON:8600037,kidney loop of Henle long descending thin limb inner medulla,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
NCIT:capsule-mesenchymal-stromal-cell,capsule mesenchymal stromal cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
NCIT:kidney-lymphatic-vessel,Kidney Lymphatic Vessel,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
NCIT:monocyte-derived-cell,Monocyte Derived Cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
NCIT:papillary-tip-epithelium,Papillary Tip Epithelium,,biolink:GrossAnatomicalStructure,https://purl.humanatlas.io/collection/hra
NCIT:transitional-principal-intercalated-cell,Transitional principal-intercalated cell,,biolink:Cell,https://purl.humanatlas.io/collection/hra
